code,title,definition,landscape_ecological_context,synonyms,inclusions,exclusions,species,nvc_associations
s1a9,Tall herb communities,"Wet and nitrophilous tall-herb edge-communities, along watercoursesand woodland borders in montane areas where they are mainly found on ungrazed mountain ledges, extending out in very lightly grazed situations.","Restricted to base-rich substrates and somewhat sheltered situations. This is one of the few near- natural habitats remaining in Britain and frequently occurs in intimate mosaics with other Habitats Directive Annex 1 habitat types (e.g. g3b5 Mountain hay meadows and h1c6 Mountain willow scrub) in these ungrazed, or very lightly grazed, situations. It provides a refuge for rare, grazing-sensitive, montane plants.",Annex 1: H6430 Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels.,,"Closely related vegetation types, such as the hay meadows of the Pennines (see g3b5).","Characteristically include Meadowsweet Filipendula ulmaria, Roseroot Rhodiola rosea, Wood Cranesbill Geranium sylvaticum, Great Woodrush Luzula sylvatica, Water Avens Geum rivale and Globe-flower Trollius europaeus.","This habitat type is often, but not exclusively, associated with the following NVC communities: U17."
s1b,Limestone pavement,"Outcrops of rock that are typically horizontal or gently inclined, although a few are steeply inclined. The surface has been dissolved by water over millions of years into ‘paving blocks’, known as clints, with a complex reticulate pattern of crevices, known as grikes, between them. Record as ‘Limestone pavements (H8240)’ (see s1b5).","A scarce and non-renewable resource. Limestone pavements were exposed by the scouring action of ice sheets during the ice age that ended some 10,000 years ago. Limestone pavements are of both geological and biological importance. The vegetation is rich in vascular plants, bryophytes and lichens, and it varies according to geographical location, altitude, rock type and the presence or absence of grazing animals. Limestone pavement vegetation may also contain unusual combinations of plants, with woodland and wood-edge",,,,"well represented in the sheltered grikes. The clints support plants of rocky habitats or are often unvegetated. In the absence of grazing, scrub may develop. In oceanic areas, scrub over limestone pavement is important for epiphytes.",
s1b5,Limestone pavements,"Outcrops of limestone rock that are typically horizontal or gently inclined, although a few are steeply inclined. The surface has been dissolved by water over millions of years into ‘paving blocks’, known as clints, with a complex reticulate pattern of crevices, known as grikes, between them.",See s1b.,Annex 1: H8240 Limestone pavement.,,,See s1b.,
s1c,Calaminarian grasslands,"Include a range of semi-natural and anthropogenic, sparsely vegetated habitats on substrates characterised by high levels of heavy metals such as lead, chromium and copper, or other unusual minerals.","Associated with outcrops of serpentine and river gravels that are rich in heavy metals, as well as with artificial mine workings and spoil heaps. Seral succession is slowed or arrested by the toxicity of the substrate.",,,,Open-structured ruderal or metallophyte,
s1c5,Grasslands on soils rich,"Generally open natural or semi-natural grassland that is: 1. on natural rock outcrops, rich in heavy metals (e.g. zinc, lead); 2. on river gravels and shingles; or 3. on old terrils or spoil heaps around mines.",,Annex 1: H6130 Calaminarian grasslands of the Violetalia Calaminariae.,,,"These open grasslands are characterised by a highly specialised flora, with subspecies and ecotypes adapted to tolerate high concentrations of heavy metals in soils. The vegetation is typically",
s1d,Other inland rock and,Inland rock habitats not meeting the,,,,"Unsealed surfaces, disturbed by humans or machines, with no or very low (<10%) vegetation cover (see u1c, u1e). Sparsely vegetated constructed surfaces such as concrete or ballast (see u1f).",,
s2,Supralittoral Rock,"The region of rocky shore, including cliffs and slopes, that is immediately above the highest water level and subject to wetting by spray or wave splash (also called the ‘splash zone’). Features that may be present include vertical rock, boulders, gullies, ledges and pools, depending on the wave exposure of the site and its geology.",Widespread around the UK coastline.,,,,The habitat supports salt-tolerant,
s2a,Maritime cliffs and,"The junction between land and sea where a break in slope is formed by slippage or erosion by the sea. On the seaward side, the habitat extends to the limit of the supralittoral zone and so includes the splash zone lichens. On the landward side, the habitat extends to the limit of saltspray influence.","Hard cliffs are widely distributed around the more exposed coasts of the UK, occurring principally in south-west and south-east England, in northwest and south-west Wales, in western and northern Scotland and on the north coast of Northern Ireland. Soft cliffs are more restricted, occurring mainly on the east and central south coasts of England and in Cardigan Bay and north-west Wales. There are also examples on the coasts of Fife and Skye in Scotland and Antrim in Northern Ireland.",,Dense scrub within the maritime cliffs and slopes zone.,"Heathland on maritime cliffs and slopes (see 71). Soft cliff slopes that erode quickly, such as many coastline stretches between the Thames and Humber estuaries.","Exposure to wind and salt spray is a key determinant of vegetation type, as is the geology of the cliff or slope. Vegetated cliff",
s2a5,Vegetated sea cliffs,Vegetated sea cliffs are steep slopes fringing hard or soft coasts. They were created by past or present marine erosion and support a wide diversity of vegetation types with variable maritime influence.,"Exposure to the sea is a key determinant of sea cliff vegetation type. In the UK, exposure is greatest on the southwest and northern coasts. The long fetch associated with these coasts generates high waves and swell, and the prevailing winds help deliver salt spray to the cliff face and clifftops. However, the degree to which this affects the salinity of clifftop vegetation also depends on the amount of rainfall, with high rainfall areas, such as northwest Scotland, being less saline or maritime than drier areas, such as southeast England. Exposure is another important factor. The most exposed areas support maritime vegetation dominated by a range of salt-tolerant plants. More sheltered cliffs support communities closely related to those found on similar substrates inland, such as grassland and heath, with only a minor maritime element in the flora. In northern Scotland,",Annex 1: H1230 Vegetated sea cliffs of the Atlantic coast.,,,"may include Scottish Primrose Primula scotica, whereas in southern areas, heath",
s2a6,Soft rock sea cliffs,"Sea cliffs of rocks that are relatively easily eroded and characterised by slumped cliff faces that gradually become vegetated. They may include a range of habitat types, including grasslands, scrub and reedbed.",,,,,Typically tend to be early successional but often include shrubs which rarely have time to develop into trees.,
s3,Supralittoral Sediment,Sand and shingle coastal habitats that are above the highest water level and subject to wetting by regular or occasional spray or wave splash.,,,Shingles. Pebbles. Sand dunes.,,Salt-tolerant,
s3a,Sand dunes,Sand covered shorelines created by the action of wind and often colonised and stabilised by communities of coarse maritime grasses.,,Coastal sand dunes.,,Inland dunes (see g1a5).,"Marram Ammophila arenaria is the characteristic maritime grass. Characteristic vascular plants include Sea Sandwort Honckenya peploides, Saltwort Salsola kali and Sea Beet Beta vulgaris.",
s3a3,Humid dune slacks,Humid depressions of dune systems.,"Occur on calcareous sand, where the slack vegetation is similar to that of small sedge mires (mires with low-growing sedges), or on acidic dunes where the vegetation may have affinities to wet heath. Vegetation is very variable and is dependent on the characteristics of the particular dune system.",Annex 1: H2190 Humid dune slacks.,,,"May include Creeping Willow Salix repens, Calliergon cuspidata, Campyllium stellatum and Yorkshire Fog Holcus lanatus. Rarer",
s3a4,Dunes with juniper,"Stands are usually very small and are intimately mixed with other Habitats Directive Annex 1 habitat types, including dune grassland and heath. There is complete range from discrete stands to more scattered and occasional individuals, which occur within habitat types defined as fixed dunes.",,Annex 1: H2550 Coastal dunes with Juniperus spp,,,,
s3a5,Embryonic shifting,"Coastal formations that represent the first stages of dune construction. Constituted by ripples or raised sand surfaces of the upper beach, or by a seaward fringe at the foot of the tall dunes.",,Annex 1: H2110 Embryonic shifting dunes.,,,"Typically include Sea Rocket Cakile maritima, Lyme Grass Leymus arenarius and Sand Couch Elymus junceiformis.","This habitat type is often, but not exclusively, associated with the following NVC communities: SD2, SD4, SD5."
s3a6,Shifting dunes with,"Shifting dunes along the shoreline with Marram Ammophila arenaria (‘white dunes’), encompassing most of the vegetation of unstable dunes where there is active sand movement. Under these conditions, sand-binding Marram Ammophila arenaria is always a prominent feature.",,Annex 1: H2120 Shifting dunes along the shoreline with Ammophila arenaria [‘white dunes’].,,,"Where sand accretion is extremely rapid, the vegetation may consist only of Marram Ammophila arenaria. As rates of sand deposition decline, the marram is joined by more","This habitat type is often, but not exclusively, associated with the following NVC communities: SD6."
s3a7,Dune grassland (H2130),"Fixed dunes, stabilised and colonised by more or less closed perennial grasslands and abundant carpets of lichens and mosses.",Occurs mainly on the largest dune systems that are wide enough to allow for its development. It typically occurs inland of the shifting dunes with marram (H2120) zone (see s3a6).,Annex 1: H2130 Fixed coastal dunes with herbaceous vegetation ‘grey dunes’.,Links golf courses and caravan parks with a high percentage of,Grassland on former dune systems that have been reseeded and-or soil replaces sand as the substrate to some degree (see g1a5 or g4),that are salt tolerant where sand is the substrate.,"This habitat type is often, but not exclusively, associated with the following NVC communities: SD7, SD8, Sd9b, SD11, SD12 (SD9a)."
s3a8,Lime-deficient dune,"Decalcified fixed dunes with Crowberry Empetrum nigrum represent the later, more mature, stages of the well-marked successional sequence characteristic of sand dunes.","Found only in northeast Scotland in wet, base-poor conditions, where they occur within mosaics and may be particularly hard to differentiate from s3a9, which is also a type of dune heath.",Annex 1: H2140 Decalcified fixed dunes with Empetrum nigrum.,,,,"This habitat type is often, but not exclusively, associated with the following NVC communities: H11b."
s3a9,Coastal dune heathland,"Like s3a8, this habitat type occurs on mature, stable dunes where the initial calcium carbonate content of the dune sand is low, so the dunes become quite acidic.","More widespread than s3a8 as it is found at a few sites around the coast of the UK, but where found with s3a8, it may form part of a continuous mosaic of dune heath habitats.",Annex 1: H2150 Atlantic decalcified fixed dunes.,,,Characteristically include Heather Calluna vulgaris and Sand Sedge Carex arenaria in the east and Bell Heather Erica cinerea in the west.,"This habitat type is often, but not exclusively, associated with the following NVC communities: H11d, H11a, H11c."
s3b,Coastal vegetated shingle,Vegetated shingle beaches above the reach of storm waves.,"Shingle is defined as sediment with particle sizes in the range of 2–200 mm. It is a globally restricted coastal sediment type with few occurrences outside northwest Europe, Japan and New Zealand. Shingle beaches are widely distributed round the coast of the UK, where they develop in high energy environments. In England and Wales, it is estimated that 30% of the coastline is fringed by shingle. However, most of this length consists of simple fringing beaches, within the reach of storm waves, where the shingle remains mobile and vegetation is restricted to temporary and mobile strandline communities.",,,,Halophytes and,
s3b5,Perennial vegetation on,"Perennial vegetation of the upper beaches of great shingle banks, formed by Sea-kale Crambe maritima, Sea Sandwort Honckenya peploides and other perennial","A wide range of vegetation types may be found on large shingle structures inland of the upper beach. On more mature, stable shingle forms of grassland, heath and scrub vegetation may develop. Some areas of unusual vegetation dominated by lichens and bryophytes are found on more mature shingle.",Annex 1: H1220 Perennial vegetation of shingle banks.,,,.,
s3b6,Annual vegetation of,"Formations of annuals, or representatives of annuals and perennials, that occupy accumulations of drift material and gravel and are rich in nitrogenous organic matter.",,Annex 1: H1210 Annual vegetation of drift lines.,,,,
t1,Littoral Rock,"The geology and wave exposure of the shore influence the form, which can be as varied as vertical rock, shore platforms, boulder shores or rocky reefs surrounded by areas of sediment. These two factors are also major influences on the associated marine communities. Relatively soft rock, such as chalk and limestone, can support boring",,,,,"whereas colonisation of basalt and granite is limited to the rock surfaces. In all cases, there is a distinct zonation of",
t1a,Intertidal chalk,The erosion of chalk exposures on the coast has resulted in the formation of vertical cliffs and gently-sloping intertidal platforms with a range of microhabitats of biological importance.,"Coastal exposures of chalk are rare in Europe, with those occurring on the southern and eastern coasts of England accounting for the greatest proportion (57%).",,,,"Supralittoral and littoral fringe chalk cliffs and sea caves support various algal communities that are unique to this soft rock type. Orange, brownish or blackish gelatinous bands of algae, composed of an assemblage of Haptophyceae",
t1b,Sabellaria alveolata reefs,"Formed by the Honeycomb Worm Sabellaria alveolata, a polychaete that constructs tubes in tightly-packed masses with a distinctive honeycomb-like appearance. These reefs can be up to 30 cm – or even 50 cm – thick and take the form of hummocks, sheets or more massive formations.","Reefs are mainly found on the bottom third of the shore, but may reach mean high-water level of neap tides and extend into the shallow subtidal in places. They do not seem to penetrate far into low- salinity areas. Reefs form on a variety of hard substrata, from pebbles to bedrock, in areas with a good supply of suspended sand grains, from which the animals form their tubes. They include areas of sediment when an attachment has been established. The Honeycomb Worm Sabellaria alveolata larvae are strongly stimulated to settle by the presence of existing colonies or their dead remains. Sabellaria alveolata has a very variable recruitment, and the cover in any one area may vary greatly over a number of years, although in the long term reefs tend mainly to be found on the same shores.",,,,,
t1c,Intertidal underboulder,Areas of intertidal boulders (>256 mm in diameter) that support a diverse underboulder community.,"Found from the mid-shore down to the extreme- lower-shore. The underboulder habitat, along with fissures, crevices and any interstitial spaces between adjacent boulders, form a series of microhabitats that add greatly to the biodiversity of a shore. The presence of boulders on a shore may also lead to local modification to wave exposure, current strength and levels of trapped organic matter in the surrounding area. Altering the physical environment in this way results in an enhancement to the immediate biodiversity beyond the boulders themselves. This habitat can occur on a variety of substrata (including bedrock, mixed rock, and sediment or mud), but there needs to be a sufficient gap on the underside of the boulder to support an underboulder community. The richest underboulder communities are often found where there is running seawater (for instance, from pools or lagoons emptying after the tide has fallen).",,,"Boulders with a limited underboulder community (as may occur, for example, where boulders are embedded in sediment, in low salinity conditions, or where boulders experience high levels of mobility and scour).",,
t1d,Estuarine rocky habitats,"Encompasses rocky habitats in estuaries, extending from supralittoral lichens down to the subtidal circalittoral. Estuarine rocky habitats incorporate substrata types such as bedrock and stable boulders. Generally rias, fjords and fjards are the most relevant types of inlet for rocky estuarine habitats.",,,,,"Depending on the extent and heterogeneity of the substrate, there can be a wide variety of community types associated with this type of habitat. The extent of rocky habitat in estuaries can range from a narrow strip restricted to the top of the shore to littoral reef structures extending to the subtidal, particularly in rias. Similarly, the topography of estuarine rocky shores varies from flat and gently sloping to rugged reefs and large boulders with many microhabitats.",
t1e,Splash zone with lichens,"Cliffs and rocks of the supralittoral spray zone, mostly occupied by lichens such as Caloplaca spp. and Verrucaria spp.",,,,,,
t1f,Other littoral rock,Littoral rock that does not meet the,,,,,,
t2,Littoral Sediment,"Areas of littoral sediment are widespread around the UK, forming features such as beaches, sand banks and intertidal mudflats. A large proportion of this habitat occurs in estuaries and inlets, where it can cover extensive areas. Significant but smaller areas of littoral sediment also occur at the head of inlets and sea lochs. Beaches, which tend to be composed of sandier material, develop in more exposed situations and are also widely distributed. Sandflats are more common in northern and westerns parts of the country, and finer-grained flats are more common in southern and eastern areas. Muddy sediments usually occur in sheltered areas, especially estuaries.","The marine communities found in these areas vary depending on the sediment type, sediment mobility and salinity of the overlying water. Mobile gravels and sands, for example, tend to be highly impoverished, whereas sheltered areas with mixed sediments can support very rich communities. There is also zonation of",,,,"down the shore, which principally reflects the degree of immersion and emersion by the tide. In general, tidal flats are low in",
t2a,Coastal saltmarsh,"Comprise the upper, vegetated portions of intertidal mudflats, lying approximately between mean high-water neap tides and mean high-water spring tides. The lower saltmarsh limit is defined as the lower limit of pioneer saltmarsh vegetation (but excluding Sea-grass Zostera beds) and the upper limit as 1 m above the level of highest astronomical tides, to take in transitional zones.",,Also known as ‘merse’ in Scotland.,,,Vegetation consists of a limited number of halophytic (salt-tolerant),
t2a5,Glasswort and other,"Formations composed mostly or predominantly of annuals, in particular Chenopodiaceae of the genus Salicornia (Glassworts) or grasses, colonising periodically inundated muds and sands of marine or interior salt marshes. Covered by almost every high tide.",,Annex 1: H1310 Salicornia and other annuals colonising mud and sand.,,,,"This habitat type is often, but not exclusively, associated with the following NVC communities: SM7-SM9, SM27."
t2a6,Cord-grass swards,Native and naturalised non-native Cord-grass,,Annex 1: H1320 Spartina swards [Spartinion maritimae].,,,Spartina spp. on mudflats and sandflats.,"This habitat type is often, but not exclusively, associated with the following NVC communities: SM4-SM6."
t2a7,Atlantic salt meadows,"Develop when halophytic vegetation colonises soft intertidal sediments of mud and sand in areas protected from strong wave action. This vegetation forms the middle and upper reaches of saltmarshes, where tidal inundation still occurs. Often cut by deep creeks.",,Annex 1: H1330 Atlantic salt meadows [Glauco- Puccinellietalia maritimae].,,,,"This habitat type is often, but not exclusively, associated with the following NVC communities: SM10-SM20."
t2a8,Mediterranean,"Scrubby, halophilous vegetation develops in the uppermost levels of saltmarshes, often where there is a transition from saltmarsh to dunes, or in some cases where dunes overlie shingle. The form that most closely resembles the scrub vegetation of the Mediterranean is restricted to the south and southeast of England and is formed predominantly of bushes of Shrubby Sea-blite Suaeda vera and Sea Purslane Atriplex portulacoides.",,Annex 1: H1420 Mediterranean saltmarsh scrub.,,,,"This habitat type is often, but not exclusively, associated with the following NVC communities: SM25 ."
t2b,Blue mussel beds on,"Includes intertidal and subtidal beds of Blue Mussel Mytilus edulis on a variety of sediment types and in a range of conditions, from open coasts to estuaries, marine inlets and deeper offshore habitats.","Plays an important part of a healthy, functioning marine ecosystem. This habitat has a role in coastal sediment dynamics, acts as a food source for over- wintering waders and provides an enhanced area of biodiversity in an otherwise sediment- dominated environment.",,,,,
t2c,Seagrass beds [Zostera,"Mid- and upper-shore, wave-sheltered, muddy fine sand or sandy mud, with Dwarf Eelgrass Zostera noltei at an abundance of frequent or above.",,,,Seagrass beds in the sublittoral that are usually dominated by Eelgrass Zostera marina.,,
t2d,Intertidal mudflats,"Sedimentary intertidal habitats created by deposition in low-energy coastal environments, particularly estuaries and other sheltered areas.","Their sediment consists mostly of silts and clays with a high organic content. Towards the mouths of estuaries, where salinity and wave energy are higher, the proportion of sand increases. Mudflats are intimately linked by physical processes to, and may be dependent on, other coastal habitats such as soft cliffs and saltmarshes. They commonly appear in the natural sequence of habitats between subtidal channels and vegetated saltmarshes. In large estuaries, they may be several kilometres wide and commonly form the largest part of the intertidal area of estuaries. However, in many places they have been much reduced by land claim.",,,,"The surface of the sediment is often apparently devoid of vegetation, although mats of benthic microalgae diatoms and euglenoids are common. Under nutrient-rich conditions, there may be mats of the macroalgae Enteromorpha spp. or Ulva spp. In areas of lowered salinity, characteristic macroinvertebrate fauna",
t2d5,Intertidal mudflats and,"Sands and muds of ocean coasts, their connected seas and associated lagoons that are not covered by seawater at low tide.",,Annex 1: H1140 Mudflats and sandflats not covered by seawater at low tide.,,,,
t2e,Sheltered muddy gravels,"Occur principally in estuaries, rias and sea lochs in areas protected from wave action and strong tidal streams.",,,,,"In fully marine conditions on the lower shore, this habitat can be extremely",
t2f,Peat and clay exposures,"Littoral or sublittoral peat and/or clay exposures that are soft enough to be bored by a variety of piddocks, particularly Pholas dactylus, Barnea candida and Barnea parva.","Peat and clay exposures with either existing or historical evidence of piddock activity are unusual communities of limited extent, adding to the biodiversity interest where they occur. These unique and fragile habitats are irreplaceable as they arise from former lake bed sediments and ancient forested peatland (or ‘submerged forests’). Depending on erosion at the site, clay and peat can occur together or independently of each other.",,,,,
t2g,Saline lagoons,Record as ‘coastal saline lagoons (H1150)’ (see t2g5).,"The largest saline lagoon in the UK (Loch of Stenness) is >800 ha, although the rest are much smaller and some may be <1 ha. Saline lagoons can contain a variety of substrata, often soft sediments that in turn may support tasselweeds and stoneworts as well as filamentous green and brown algae. In addition, saline lagoons contain invertebrates rarely found elsewhere. They also provide important habitat for waterfowl, marshland birds and seabirds.",,,,"The flora and invertebrate fauna present can be divided into three main components: those that are essentially freshwater in origin, those that are marine/brackish",
t2g5,Saline lagoons (H1150),"Lagoons in the UK are essentially bodies, natural or artificial, of saline water that are partially separated from the adjacent sea. They retain a proportion of their seawater at low tide and may develop as brackish, full-saline or hyper-saline water bodies.","The largest saline lagoon in the UK (Loch of Stenness) is >800 ha, although the rest are much smaller and some may be <1 ha. Saline lagoons can contain a variety of substrata, often soft sediments that in turn may support tasselweeds and stoneworts as well as filamentous green and brown algae. In addition, saline lagoons contain invertebrates rarely found elsewhere. They also provide important habitat for waterfowl, marshland birds and seabirds.",Annex 1: H1150 Coastal lagoons. Tidal lagoons.,,,"The flora and invertebrate fauna present can be divided into three main components: those that are essentially freshwater in origin, those that are marine/brackish",
t2h,Beach,Sand or pebble intertidal sediment.,Typically flat or gently sloping coastal sediments occuring between the mean high and mean low water marks. Sediment size can vary from fine sand to cobble-sized sediments using the Wentworth (1922) scale. Sediment type may also vary and includes shells and shell fragments.,,,"Boulder beaches, where individual rocks are typically >256mm in size and are not moved by regular tidal flows should be classified as littoral rock (see t1~). Beaches comprising silt, clay and mud-sized particles, (see t2d and t2e).",-rich grassland 19 Coastal and floodplain grazing marsh Woodlands and Trees Essentials25 Temperate rainforest 26 Wood-pasture and parkland 27 Traditional orchards 28 Ancient woodland site 29 Plantation 30 Semi-natural woodland 31 Secondary woodland 32 Scattered trees 33 Line of trees 34 Ecologically valuable line of trees Freshwater Essentials40 Ponds (priority habitat) 41 Pond (non-priority) 42 Pond 43 Lake 44 Lake (non-priority) 45 Reservoir 46 Ornamental lakes or ponds 47 Freshwater – natural 48 Freshwater – heavily modified 49 Freshwater – artificial 50 Ditch 51 Chalk rivers ===PAGE 271=== 259UKHab Category Type V2.0 code Habitat Name Wetlands Essentials55 Floodplain wetland mosaic 56 Depressions on peat substrates (H7150) 57 Peat All habitats Essentials60 Long continuity habitat 61 Re-created habitat 62 Biodiversity offset 63 Caves not open to the public (H8310) Coast Essentials70 Machair (H21A0) 71 Heathland on maritime cliffs and slopes 72 Dunes with creeping willow (H2170) 73 Inland saltmarshes (H1340) 74 Estuaries (H1130) 75 Large shallow inlets and bays (H1160) 76 Reefs (H1170) 77 Sea caves (H8330) Built Environment Essentials80Open mosaic habitats on previously developed land 81 Ruderal or ephemeral 82 Vacant or derelict land 83 Solar panel array 84 Wind farm 85 Active sand pit or quarry or open cast mine 86 Green roof 87 Biodiverse green roof 88 Intensive green roof 89 Other green roof 90 Cemeteries and churchyards ===PAGE 272=== 260UKHab Section Four: Additional Secondary Codes Refer to Section Six for definitions for all Additional Secondary Codes. Category Type V2.0 code Habitat Name Grasslands and Heathlands 100 Grazed 101 Cattle grazed 102 Sheep grazed 103 Horse grazed 104 Other grazed 105 Burnt 106 Mown 107 Mown and collected 108 Frequently mown 109 Hay 110 Silage and haylage 111 Hedgebank 112 Earthbank 113 Stone-faced bank 114 Dry stone wall 115 Grazing and browsing exclosure 116 Flailed hedgerow 117 Laid hedgerow 118,
u1,Built-up areas and,"Urban and rural settlements, farm buildings, caravan parks and other human-made built structures such as industrial estates, retail parks, waste and derelict ground, urban parkland and urban transport infrastructure.",,,"Allotments (see 616). Most gardens (see 827, 828, 829, 830). Vertical crop production in buildings. Cropped green roofs .",Mappable patches of other ecosystems that fall within built-up areas.,,
u1b,Developed land – sealed,Soil surface sealed with impervious materials as a result of urban development and infrastructure construction.,,,Sealed surfaces with vegetation cover of <10% or any cover in the case of green roofs.,,,
u1b5,Buildings,"A relatively permanent enclosed construction over a plot of land. It has a roof, usually windows and often more than one level, and it is used for any of a wide variety of activities, such as living, entertaining or manufacturing.",,,Buildings with green roofs.,,,
u1b6,Other developed land,Developed land that does not meet the,,,Roads (see 800).,,,
u1c,Artificial unvegetated –,"Land that has no or very low (<10%) cover of vegetation through direct or indirect human activity, and the soil surface is not sealed with impervious materials.",,,Unsealed surfaces with vegetation cover <10%. Tracks (see 839) that are mappable as area features with vegetation cover <10%.,,,
u1d,Suburban mosaic of,"Small-scale mosaic of developed and natural surfaces, as in housing and gardens in suburban areas.",,,,,,
u1e,Built linear features,"Walls, fences and surfaced paths.",,,"Narrow railways, tracks or roads that are mappable as linear features because minimum mappable area is relatively large.",,,
u1f,Sparsely vegetated urban,Urban land with vegetation cover 10–50%.,,,"Abandoned or derelict land, usually constructed permeable but can be impermeable where succession is taking place. Open Mosaic Habitats of Previously Developed Land (see 80) will normally have some areas of this habitat.",,,
w1,Broadleaved and mixed,"Vegetation dominated by trees that are >5 m high when mature, which form a distinct, although sometimes open, canopy with a canopy cover of >25%. It includes stands of both native and non- native broadleaved tree",,,"Ancient or recent woodland. Semi-natural or planted woodland. Recently felled Broadleaved and mixed woodland where there is a clear indication that it will return to woodland. Carr (woody vegetation on fens and bog margins). Yew Taxus baccata, a native coniferous",Hedgerows (see h2~). Scrub (see h3~ or 10). Woodlands that are dominated by conifer trees with <20% of the total cover provided by broadleaved or Yew Taxus baccata trees (see w2~).,and Yew Taxus baccata where the percentage cover of these trees in the stand is >20% of the total cover of the trees present.,
w1a,Upland oakwood,"Acidophilous Sessile Oak Quercus petraea woods, with low-branched trees and many ferns, mosses, lichens and evergreen bushes. Record as ‘western acidic oak woodland (H91A0)’ (see w1a5).","Found throughout the north and west of the UK, with major concentrations in Argyll and Lochaber, Cumbria, Gwynedd, Somerset, Devon and Cornwall.",Atlantic oakwoods. Western acidic oak woodland,Consider potential use of Temperate rainforest (see 25) as part of a combined code.,,"Ash Fraxinus excelsior does not predominate (see w1b~). The amount of Birch Betula spp. in the woods tends to increase in northwest Scotland. The range of plants found in the ground layer varies according to the underlying soil type and degree of grazing, from bluebell-bramble-fern communities through grass- and bracken- dominated ones to heathy moss-dominated areas. Most oakwoods also contain areas of more alkaline soils, often along streams or towards the base of slopes, where much richer communities occur, with Ash Fraxinus excelsior and Elm Ulmus spp. in the canopy, more Hazel Corylus avellana in the understorey and ground plants such as Dog’s Mercury Mercurialis perennis, False Brome Brachypodium sylvaticum, Ramsons Allium ursinum, Enchanter’s Nightshade Circaea lutetiana and Tufted Hair-grass Deschampsia cespitosa. Elsewhere, small Alder Alnus glutinosa stands may occur or peaty hollows covered by Bog-mosseses Sphagnum spp..","This habitat type is often, but not exclusively, associated with the following NVC communities: W10e, W11, W16b, W17."
w1a5,Western acidic oak,"Acidophilous Sessile Oak Quercus petraea woods, with low-branched trees and many ferns, mosses, lichens and evergreen bushes.",See w1a.,Annex 1: H91A0 Old sessile oak woods with Ilex and Blechnum in the British Isles.,Consider potential use of Temperate rainforest (see 25) as part of a combined code.,,See w1a.,
w1b,Upland mixed ashwoods,"Woods on base-rich soils in the north and west, in most of which Ash Fraxinus excelsior is a major","‘Upland’ in the name reflects the abundance of this type of woodland on base-rich soils in upland regions, rather than to the altitude at which individual sites occur. Some are only just above sea level.",,,Ash Fraxinus excelsior woodlands on limestone pavements (see s1b~).,", although locally Oak Quercus spp., Birch Betula spp., Elm Ulmus spp., Small-leaved Lime Tilia cordata and even Hazel Corylus avellana may be the most abundant","This habitat type is often, but not exclusively, associated with the following NVC communities: W8d-g, W9, W13 (W7c, W8a-c in mosaic with others listed)."
w1b5,Lime-maple woodlands,"Mixed forests on coarse scree, abrupt rocky slopes or coarse colluvions of slopes, particularly on calcareous, but also on siliceous, substrates.",,"Annex 1: H9180 Tilio-Acerion forests of slopes, screes and ravines.",,,"Typical dominants are Ash Fraxinus excelsior, Wych Elm Ulmus glabra, Small-leaved Lime Tilia cordata and Sycamore Acer pseudoplatanus.","This habitat type is often, but not exclusively, associated with the following NVC communities: W8d-g, W9."
w1b6,Other upland mixed,Upland mixed ashwoods that do not meet the,,,,,,
w1c,Lowland beech and yew,"Woodland dominated by Beech Fagus sylvatica in the lowlands. Spans a variety of distinctive vegetation types, reflecting differences in soil and topographical conditions. Beech can grow on both acidic and calcareous soils, although its association with Yew Taxus baccata tends to be most abundant on the calcareous sites. These woods are often found as intricate mosaics with other woodland communities. Promotion of high quality Beech for silviculture has often led to an artificial dominance of Beech.","Common in (but not confined to) the High and Low Weald, the Chilterns plateau, the New Forest, the Cotswolds and the Wye Valley.",,,,"The canopy can include mixtures of Beech Fagus sylvatica, Ash Fraxinus excelsior, Sycamore Acer pseudoplatanus, Oak Quercus spp., Yew Taxus baccata and Whitebeam Sorbus spp.. Bramble Rubus fruticosus forms a characteristic ground layer on neutral to slightly-acidic soils. Holly Ilex aquifolium and sometimes Yew Taxus baccata are the main understorey",
w1c5,Beech forests on acid,"Beech Fagus sylvatica forests with Holly Ilex aquifolium, growing on acid soils under a humid Atlantic climate.",,,,,,"This habitat type is often, but not exclusively, associated with the following NVC communities: W14, W15."
w1c6,Beech forests on,Beech Fagus sylvatica forests developed on neutral or near-neutral soils.,,Annex 1: H9130 Asperulo-Fagetum beech forests.,Beech Fagus sylvatica hangers.,,"As slopes become steeper, there is a shift from relatively deep, moist and moderately base-rich soils to thin, dry and strongly base-rich profiles. There is an associated floristic gradient in the woodland understorey, with dense cover of Bramble Rubus fruticosus on the shallowest slopes gradually being replaced by frequent Dog’s Mercury Mercurialis perennis as the gradient increases, and then by Sanicle Sanicula europaea, Wall Lettuce Mycelis muralis and Wood Melick Melica uniflora.","This habitat type is often, but not exclusively, associated with the following NVC communities: W12 (W14 calcareous soils)."
